ARRIVAL TIME,BURST TIME,PRIORITY
3141,21,1
3142,42,3
3143,42,3
3143,51,3
3144,28,3
3145,5,3
3145,73,3
3146,72,2
3146,89,3
3147,71,2
3148,27,3
3149,12,2
3150,58,1
3150,93,2
3150,3,3
3150,40,3
3151,69,3
3152,26,3
3153,52,3
3153,16,3
3154,43,2
3154,6,1
3154,1,1
3154,96,1
3155,89,2
3156,40,2
3156,28,3
3156,8,3
3157,93,3
3157,47,1
3158,88,2
3158,51,1
3158,72,2
3158,21,2
3158,50,2
3158,54,1
3158,100,2
3158,76,2
3158,82,3
3159,31,2
3160,70,2
3160,24,1
3161,55,1
3162,96,2
3163,40,2
3164,78,2
3164,45,2
3164,81,3
3165,83,1
3166,86,2
3166,77,1
3166,19,2
3167,76,1
3168,23,3
3169,14,2
3169,37,3
3169,59,1
3170,5,3
3170,89,1
3171,17,1
3171,80,2
3171,23,1
3171,43,3
3172,65,2
3172,58,3
3173,17,1
3173,61,1
3173,48,3
3174,38,3
3174,3,1
3175,16,1
3175,11,2
3175,1,3
3175,90,1
3176,53,2
3176,39,3
3177,3,2
3178,76,3
3179,38,2
3180,78,3
3181,52,1
3182,51,3
3183,50,3
3183,86,2
3183,13,3
3184,17,1
3185,22,1
3185,95,1
3186,61,2
3186,80,2
3186,27,2
3187,36,2
3188,9,1
3189,25,1
3190,0,2
3191,35,3
3191,89,3
3191,10,1
3191,89,2
3191,8,2
3191,37,3
3191,49,1
3191,44,2
3192,95,2
3192,30,2
3193,0,3
3193,89,1
3194,42,1
3195,77,2
3196,39,2
3197,5,3
3197,9,1
3198,42,2
3199,57,1
3200,100,2
3200,29,1
3200,59,1
3200,29,1
3201,49,1
3202,84,3
3202,60,2
3202,19,1
3202,86,1
3202,74,2
3203,62,3
3203,32,1
3204,38,2
3204,74,3
3204,19,2
3205,36,3
3205,20,3
3206,81,2
3207,37,2
3207,36,3
3207,33,3
3208,98,2
3208,75,3
3208,97,2
3208,39,3
3209,87,3
3209,7,2
3209,61,3
3209,27,2
3209,62,1
3209,16,3
3209,37,2
3209,95,1
3210,25,1
3210,48,3
3210,82,3
3210,65,1
3210,30,2
3211,72,1
3212,35,1
3212,49,3
3213,9,3
3214,58,2
3215,0,2
3216,30,3
3217,44,2
3217,0,2
3217,87,1
3217,65,2
3217,16,2
3217,61,1
3217,12,3
3217,62,3
3217,86,3
3217,11,1
3218,36,3
3219,43,2
3219,94,2
3219,72,3
3219,44,2
3219,98,1
3219,57,1
3219,73,1
3220,20,1
3220,62,1
3221,15,3
3222,78,1
3222,71,3
3223,25,1
3223,26,1
3224,6,1
3224,57,2
3224,92,1
3224,47,3
3225,68,3
3226,26,3
3227,46,1
3227,44,2
3227,86,2
3228,49,1
3228,27,2
3228,49,1
3229,79,1
3229,88,1
3230,30,3
3231,18,3
3232,91,1
3232,37,3
3232,51,3
3233,28,1
3234,72,2
3235,32,2
3235,70,2
3235,3,1
3236,74,2
3236,71,1
3236,95,2
3237,72,3
3237,72,1
3238,27,1
3238,43,2
3239,71,3
3239,96,3
3240,89,2
3241,98,2
3242,72,3
3242,84,2
3242,18,3
3243,86,2
3243,39,2
3244,21,1
3245,14,3
3246,85,1
3247,93,3
3248,97,3
3249,20,1
3249,64,1
3249,43,2
3250,24,2
3250,48,2
3251,94,1
3252,80,1
3253,26,2
3253,99,3
3253,73,1
3254,29,2
3255,79,3
3256,78,2
3257,48,1
3258,98,1
3259,29,1
3259,82,1
3259,73,1
3260,15,1
3261,71,1
3261,41,1
3262,15,3
3263,79,1
3264,74,3
3265,28,1
3266,70,3
3266,50,2
3267,74,1
3267,26,2
3267,76,1
3267,14,2
3268,9,3
3268,73,1
3268,27,1
3269,78,3
3270,63,3
3270,90,1
3271,41,1
3272,83,1
3272,38,3
3272,52,2
3272,63,2
3272,92,2
3273,97,2
3273,11,1
3273,3,3
3273,74,2
3274,53,1
3275,79,3
3275,52,3
3275,51,3
3275,9,1
3275,25,1
3275,76,3
3275,47,1
3276,32,1
3277,51,1
3278,80,3
3278,90,3
3278,19,2
3279,0,3
3279,67,3
3280,74,3
3280,18,2
3280,47,3
3280,98,1
3280,9,3
3281,38,1
3281,31,3
3281,78,2
3282,70,3
3282,44,3
3282,29,2
3283,82,1
3283,27,3
3284,77,1
3284,3,3
3285,66,3
3286,48,1
3286,24,3
3286,41,3
3286,40,1
3286,35,3
3287,74,2
3288,71,2
3289,69,3
3289,86,1
3289,24,3
3289,18,2
3289,57,3
3289,16,1
3289,88,3
3289,19,2
3289,34,1
3290,82,2
3290,46,1
3290,90,2
3290,36,3
3290,46,2
3290,12,2
3291,71,1
3291,83,3
3291,21,2
3291,66,2
3292,37,1
3293,11,1
3293,46,3
3293,31,1
3293,38,3
3293,48,3
3294,74,1
3295,16,2
3295,59,1
3295,19,3
3295,18,2
3295,60,3
3296,97,2
3297,70,3
3298,39,2
3298,8,2
3298,64,3
3299,99,2
3300,17,1
3300,1,2
3301,64,1
3301,17,2
3302,99,3
3303,96,2
3304,27,3
3305,65,3
3305,95,3
3305,99,3
3306,89,1
3307,19,2
3307,56,2
3307,72,3
3307,79,3
3308,77,1
3309,83,1
3309,39,3
3309,100,3
3310,52,2
3311,10,2
3312,75,1
3312,44,2
3312,10,3
3312,15,2
3313,16,3
3313,70,1
3313,31,2
3313,86,3
3313,58,3
3314,14,2
3315,79,2
3315,70,3
3315,66,3
3316,31,3
3317,47,1
3317,15,3
3318,60,2
3319,73,1
3320,5,2
3321,0,3
3322,45,3
3322,94,1
3323,13,1
3323,62,2
3324,63,2
3325,65,2
3326,25,1
3326,100,2
3327,10,3
3328,82,1
3328,87,1
3328,89,3
3328,16,2
3328,66,1
3328,12,3
3329,45,1
3329,90,1
3329,92,2
3330,6,3
3331,57,3
3331,28,1
3331,57,2
3331,24,3
3332,73,3
3332,95,3
3333,86,3
3334,78,2
3335,66,3
3335,4,1
3335,11,2
3336,43,2
3337,51,2
3337,35,3
3338,71,2
3338,1,3
3338,34,1
3338,76,3
3339,64,1
3340,36,2
3341,54,3
3341,88,3
3342,97,3
3343,71,3
3344,65,3
3345,79,3
3346,57,3
3346,84,2
3347,56,1
3348,97,1
3349,30,3
3349,73,3
3350,93,1
3350,66,2
3350,53,2
3351,64,1
3351,63,2
3352,60,1
3352,60,1
3353,72,1
3354,86,2
3355,21,1
3356,77,1
3357,68,2
3357,80,3
3357,0,1
3357,65,2
3358,91,1
3358,93,3
3359,21,3
3359,96,1
3360,16,3
3360,43,1
3361,74,2
3361,49,2
3362,19,2
3363,6,1
3364,13,2
3364,26,1
3364,48,2
3364,70,2
3364,28,1
3365,77,2
3365,93,1
3366,17,1
3366,42,2
3367,95,3
3367,31,1
3367,38,1
3367,28,2
3368,37,2
3368,3,1
3369,68,3
3370,97,2
3370,13,3
3370,18,2
3370,15,2
3370,18,3
3371,97,1
3372,51,1
3372,98,3
3373,61,2
3373,6,2
3373,2,3
3374,34,2
3375,26,3
3376,90,2
3377,68,2
3378,23,1
3378,16,1
3379,49,2
3380,98,1
3380,83,3
3380,70,2
3381,33,1
3382,11,2
3382,20,1
3382,3,2
3382,18,3
3382,36,3
3382,3,2
3382,97,1
3383,77,2
3383,87,3
3384,74,2
3384,54,1
3385,42,1
3385,56,1
3386,14,3
3387,86,2
3387,71,2
3388,92,1
3388,34,3
3388,87,2
3389,18,1
3389,58,3
3390,21,3
3390,22,2
3390,76,2
3391,60,1
3391,46,2
3392,1,1
3392,61,1
3392,53,1
3392,58,3
3393,36,1
3393,61,2
3394,36,1
3395,39,2
3395,85,1
3395,78,3
3396,86,3
3396,72,3
3396,57,3
3396,48,1
3396,93,1
3397,14,3
3397,27,2
3397,84,1
3398,33,2
3398,33,3
3398,93,2
3399,15,2
3399,42,1
3400,29,1
3401,85,3
3401,93,1
3401,10,3
3402,45,1
3402,35,3
3402,44,3
3402,78,1
3403,57,2
3404,93,3
3405,88,1
3405,65,1
3405,74,2
3405,15,1
3405,30,1
3405,70,3
3406,90,3
3406,55,2
3407,45,2
3408,9,3
3409,64,1
3410,62,3
3411,69,1
3411,7,3
3411,95,2
3411,59,3
3411,32,3
3411,17,2
3412,8,2
3413,14,2
3414,0,1
3415,36,3
3416,100,3
3416,0,1
3417,87,2
3417,93,2
3417,80,3
3418,55,2
3419,56,3
3420,0,2
3421,100,1
3422,36,2
3423,38,1
3424,32,2
3425,72,3
3425,22,1
3425,61,2
3426,81,1
3426,63,3
3427,60,1
3428,68,2
3428,30,2
3428,78,2
3428,48,1
3429,98,2
3430,47,1
3431,67,1
3431,75,2
3431,22,3
3431,32,2
3431,1,2
3432,27,3
3433,43,3
3433,57,3
3434,75,3
3435,22,1
3435,78,1
3436,12,3
3436,93,1
3437,66,2
3438,63,2
3438,60,2
3439,11,2
3440,15,1
3441,98,2
3442,99,1
3442,74,2
3443,37,2
3444,87,3
3445,72,3
3446,0,2
3446,34,3
3447,10,1
3447,5,1
3447,93,2
3448,29,2
3449,85,3
3449,98,3
3450,100,2
3451,38,3
3451,91,1
3452,43,2
3452,29,2
3453,71,3
3454,40,2
3454,52,2
3455,96,2
3456,83,3
3457,73,3
3457,82,1
3458,86,1
3458,43,2
3459,68,2
3459,20,1
3460,13,3
3461,20,2
3461,88,2
3461,48,2
3462,29,1
3462,4,2
3463,93,3
3464,14,2
3464,55,1
3464,92,1
3465,12,3
3465,15,3
3466,37,1
3467,52,1
3468,35,2
3468,14,3
3468,38,1
3468,67,1
3469,91,1
3469,37,2
3469,83,3
3469,57,2
3469,80,3
3469,95,1
3470,84,2
3471,28,1
3472,2,2
3473,27,2
3473,51,2
3474,51,1
3475,11,1
3476,30,3
3477,74,3
3478,38,1
3479,27,2
3480,53,1
3481,76,1
3482,39,1
3482,73,3
3483,38,2
3483,84,1
3484,72,2
3485,16,2
3485,28,2
3485,47,2
3485,2,1
3485,54,2
3485,9,3
3486,70,3
3487,18,3
3488,66,3
3488,79,1
3489,85,1
3490,7,3
3490,52,1
3491,24,2
3492,35,1
3493,35,3
3493,68,2
3494,84,3
3495,67,1
3496,64,3
3496,28,2
3497,24,2
3498,74,1
3498,12,2
3499,62,3
3499,6,2
3499,53,2
3499,80,2
3500,18,1
3501,95,2
3502,90,3
3502,7,3
3502,68,1
3502,26,2
3502,84,3
3502,70,1
3503,92,2
3504,29,1
3505,13,3
3505,11,2
3505,83,1
3505,10,3
3505,12,2
3506,15,3
3506,84,1
3507,86,1
3507,29,3
3507,96,3
3507,41,2
3508,14,1
3508,33,3
3509,27,1
3509,17,1
3510,55,2
3511,18,2
3511,86,1
3512,83,3
3512,95,1
3513,57,3
3513,45,2
3514,85,3
3514,67,1
3515,30,2
3516,26,2
3517,48,1
3517,88,3
3518,48,1
3519,4,2
3519,11,1
3519,53,3
3519,69,3
3519,33,3
3520,17,3
3521,81,1
3522,38,3
3523,55,3
3523,19,1
3524,56,2
3525,79,1
3525,63,2
3526,59,3
3526,92,3
3527,75,3
3527,95,3
3528,17,1
3528,58,3
3529,43,3
3529,27,3
3530,74,2
3531,19,1
3531,46,2
3532,83,3
3532,61,2
3532,78,2
3532,66,3
3533,67,3
3534,6,1
3534,60,3
3535,31,3
3535,41,2
3535,68,2
3536,70,1
3536,19,2
3536,52,2
3536,87,1
3537,29,2
3537,98,2
3537,27,1
3537,42,2
3538,30,3
3538,86,2
3539,27,1
3539,90,3
3540,22,3
3541,41,1
3542,7,1
3543,68,3
3544,23,2
3544,40,2
3544,23,3
3544,3,2
3545,29,2
3546,68,1
3547,44,2
3547,35,3
3547,22,3
3548,88,3
3548,79,3
3548,2,2
3549,64,1
3549,60,3
3549,92,3
3550,10,1
3550,79,2
3551,85,3
3552,84,3
3552,89,1
3552,65,2
3552,27,2
3553,62,2
3554,87,2
3554,3,2
3554,81,1
3554,87,3
3555,13,2
3555,84,1
3555,36,2
3556,36,2
3556,62,2
3556,39,2
3557,25,1
3558,85,3
3558,94,1
3559,31,1
3560,76,3
3561,62,2
3562,84,1
3563,99,1
3563,62,2
3564,18,2
3564,73,1
3565,99,3
3565,16,2
3565,50,1
3566,81,1
3566,92,2
3566,65,1
3567,12,1
3568,85,2
3568,53,3
3569,53,3
3570,12,1
3570,50,1
3571,27,3
3571,69,2
3572,6,2
3572,63,3
3572,88,1
3572,71,1
3573,90,2
3574,90,2
3575,44,3
3576,66,2
3576,9,3
3577,80,1
3577,82,2
3578,8,2
3579,2,2
3580,26,2
3581,62,2
3581,20,1
3581,59,1
3581,54,2
3581,14,1
3582,51,3
3582,61,2
3583,20,3
3583,23,1
3584,33,2
3584,3,3
3584,22,1
3584,16,1
3584,39,3
3585,74,3
3585,18,1
3586,85,2
3586,21,1
3587,13,2
3588,82,3
3588,66,3
3589,68,2
3590,49,1
3591,76,3
3592,88,3
3592,76,2
3592,23,3
3592,4,2
3592,42,3
3592,63,2
3593,46,1
3594,46,2
3594,55,2
3594,36,1
3595,36,3
3596,83,3
3597,27,2
3598,27,1
3598,16,1
3598,87,3
3598,76,1
3598,63,3
3599,59,1
3599,95,3
3599,53,3
3600,30,3
3600,30,2
3600,88,1
3600,91,2
3601,46,2
3601,100,2
3601,14,2
3601,15,3
3601,4,1
3601,53,2
3602,31,1
3603,0,3
3603,50,3
3604,8,1
3605,89,1
3606,97,3
3607,27,2
3607,74,3
3608,32,2
3608,77,2
3608,90,1
3608,50,1
3608,9,2
3608,88,2
3608,39,3
3608,22,2
3608,86,3
3609,27,3
3609,14,3
3610,88,2
3610,27,3
3610,4,1
3610,65,3
3611,17,3
3612,13,3
3612,28,1
3612,81,2
3612,29,2
3612,44,2
3613,13,2
3613,53,1
3613,98,1
3613,86,3
3613,31,2
3613,75,3
3614,94,1
3615,73,1
3615,95,2
3616,16,3
3617,20,2
3617,23,3
3617,7,3
3618,31,1
3618,22,2
3619,61,2
3620,12,1
3621,38,3
3622,3,3
3623,75,1
3623,97,3
3623,69,2
3624,8,1
3625,96,2
3625,78,3
3626,68,3
3626,66,1
3627,17,2
3628,81,2
3628,83,1
3628,96,1
3628,8,2
3628,49,3
3629,50,3
3629,54,3
3630,23,2
3631,5,2
3632,7,2
3633,2,2
3634,40,1
3634,1,1
3634,79,2
3634,68,3
3635,33,3
3636,59,2
3636,72,1
3636,17,2
3637,41,2
3638,17,2
3638,13,3
3638,7,1
3638,89,2
3639,19,1
3639,46,3
3639,43,1
3640,56,1
3640,72,2
3641,22,2
3641,5,3
3642,52,1
3643,0,2
3644,89,1
3644,51,1
3644,13,3
3645,32,3
3646,31,1
3646,36,3
3646,63,3
3647,48,2
3647,1,3
3647,17,1
3648,100,1
3649,97,3
3650,58,2
3651,88,2
3652,60,1
3653,58,2
3653,67,1
3654,17,1
3655,42,1
3656,12,2
3656,53,2
3657,100,1
3657,16,3
3657,53,1
3658,15,3
3659,39,3
3660,99,1
3661,48,2
3662,72,3
3662,87,2
3662,32,2
3662,16,1
3662,5,3
3663,43,1
3663,47,1
3664,31,3
3665,97,3
3665,3,2
3666,25,1
3666,7,2
3667,51,1
3667,63,1
3668,3,2
3668,33,3
3668,15,2
3669,51,3
3670,100,1
3671,38,2
3671,58,3
3672,68,3
3673,71,2
3674,85,1
3674,83,3
3674,82,1
3674,30,2
3675,41,1
3675,2,2
3676,89,3
3676,69,2
3677,95,3
3677,23,3
3677,7,1
3678,7,3
3679,82,3
3679,80,3
3679,22,2
3680,56,2
3680,43,1
3681,80,1
3681,31,1
3682,85,2
3682,34,2
3683,13,1
3684,20,1
3684,13,2
3684,66,2
3685,77,1
3685,26,1
3686,15,3
3686,16,2
3687,41,1
3687,78,3
3687,63,1
3688,12,2
3688,82,3
3689,32,3
3689,46,3
3689,96,1
3689,4,3
3690,83,3
3690,19,2
3690,12,2
3690,29,3
3691,75,2
3691,39,2
3691,8,2
3692,8,2
3692,58,2
3693,61,2
3693,14,1
3693,70,2
3693,85,3
3693,64,2
3694,24,3
3695,68,3
3696,65,3
3696,76,2
3696,0,3
3697,80,1
3697,25,3
3698,49,3
3699,82,2
3700,4,3
3701,46,3
3702,88,3
3703,50,1
3703,73,3
3704,2,1
3704,29,2
3705,82,1
3706,6,3
3707,65,1
3708,91,3
3708,76,2
3708,96,1
3708,29,3
3708,24,3
3708,74,3
3709,97,1
3709,37,2
3710,97,3
3711,65,2
3711,14,1
3712,29,3
3713,73,1
3714,97,3
3714,33,3
3714,99,3
3715,63,2
3716,43,3
3717,24,3
3718,56,3
3718,28,2
3719,23,1
3719,26,1
3720,67,3
3721,7,3
3721,0,2
3722,31,2
3722,35,3
3723,91,2
3723,98,3
3723,0,3
3724,92,1
3725,46,3
3726,55,2
3726,32,1
3727,7,2
3728,58,1
3728,74,2
3729,99,1
3730,36,2
3730,82,2
3731,79,2
3731,10,2
3731,32,1
3732,44,3
3732,9,1
3732,13,3
3732,9,2
3733,28,2
3733,66,1
3734,91,1
3735,68,2
3736,41,3
3737,68,1
3737,19,3
3738,41,2
3738,44,1
3739,8,2
3740,47,3
3741,49,3
3742,7,3
3743,49,3
3743,84,1
3744,2,1
3744,84,2
3744,66,2
3745,81,1
3745,58,3
3745,83,3
3745,55,3
3745,92,1
3745,55,1
3745,26,3
3745,65,1
3745,3,3
3746,66,2
3746,9,2
3747,85,1
3747,100,1
3748,4,2
3748,65,1
3748,62,3
3748,63,3
3748,1,3
3748,96,2
3748,25,3
3748,71,1
3748,68,2
3748,77,1
3749,64,1
3749,87,2
3750,56,3
3750,100,3
3751,52,2
3752,77,2
3753,51,2
3753,3,3
3754,55,2
3754,23,1
3754,25,3
3755,19,2
3755,32,1
3756,75,2
3756,52,2
3757,65,1
3758,24,3
3759,19,3
3759,16,1
3760,29,1
3761,25,3
3761,72,1
3762,92,1
3763,33,2
3764,24,3
3765,43,3
3766,61,3
3767,20,2
3768,18,3
3768,26,1
3768,84,1
3769,80,3
3769,68,1
3769,12,3
3769,84,3
3769,83,2
3769,16,2
3770,88,2
3770,84,3
3770,59,2
3770,38,2
3771,47,3
3772,91,3
3773,9,1
3774,84,3
3775,39,1
3775,67,3
3776,46,3
3777,83,2
3778,20,1
3779,40,2
3779,7,1
3779,16,1
3780,30,2
3781,66,2
3781,43,1
3781,31,2
3781,77,2
3781,75,3
3782,25,3
3782,11,3
3783,90,1
3783,94,3
3784,63,3
3784,64,2
3784,58,1
3785,37,3
3785,70,2
3785,52,3
3785,81,3
3786,40,3
3787,71,2
3788,7,2
3789,37,1
3789,79,2
3789,82,1
3789,73,2
3789,49,1
3789,68,1
3790,0,1
3790,9,2
3790,60,2
3790,51,3
3791,79,3
3791,37,3
3792,10,1
3793,35,2
3793,30,3
3794,83,1
3794,11,2
3795,89,2
3796,69,2
3797,17,3
3797,55,3
3798,46,3
3799,77,2
3800,96,2
3801,76,2
3802,32,2
3802,38,2
3803,46,2
3804,31,1
3804,91,1
3804,62,3
3805,25,2
3806,18,1
3806,71,2
3806,85,1
3807,23,1
3807,71,2
3808,23,1
3808,9,2
3808,37,1
3808,53,1
3808,31,2
3808,60,3
3809,95,2
3810,36,3
3810,15,1
3811,21,3
3812,54,3
3813,3,2
3814,56,3
3815,40,1
3816,99,3
3817,39,2
3818,10,1
3818,77,1
3819,87,2
3820,6,3
3821,8,1
3822,93,3
3823,3,3
3824,13,3
3824,40,3
3825,93,2
3825,44,3
3826,16,3
3826,1,2
3827,73,3
3828,62,1
3828,57,3
3828,28,3
3828,65,1
3829,89,1
3829,97,1
3829,47,2
3829,75,2
3830,20,1
3831,49,2
3831,72,1
3831,15,1
3831,56,2
3832,52,2
3832,61,1
3833,3,3
3834,50,3
3834,96,3
3835,10,3
3836,60,1
3836,87,2
3836,75,1
3836,34,3
3837,35,1
3837,4,1
3837,1,1
3837,65,2
3838,90,3
3838,8,2
3839,75,1
3840,16,2
3840,36,2
3840,12,2
3840,99,2
3840,4,1
3841,2,2
3842,21,3
3843,67,2
3843,72,2
3844,44,2
3845,57,1
3846,1,2
3846,10,2
3846,90,2
3847,44,3
3847,94,1
3848,7,3
3848,69,1
3849,19,3
3850,66,2
3850,23,3
3850,92,2
3850,52,2
3850,84,3
3851,70,1
3852,36,3
3853,77,3
3853,14,1
3853,4,2
3853,54,3
3853,12,1
3854,12,1
3855,37,2
3856,78,3
3856,34,2
3857,39,3
3858,96,3
3858,70,2
3858,56,2
3859,16,2
3859,33,3
3860,78,3
3861,68,3
3862,48,2
3862,66,1
3863,40,3
3863,23,1
3863,16,2
3864,80,3
3864,44,1
3865,61,1
3866,22,1
3866,43,3
3866,55,1
3866,87,3
3867,14,2
3867,77,1
3867,58,1
3867,55,2
3868,38,1
3868,95,2
3869,13,1
3870,2,3
3871,45,2
3872,91,1
3872,100,3
3873,82,2
3874,16,1
3875,61,3
3875,52,3
3875,34,3
3876,68,3
3877,77,3
3877,6,1
3877,66,2
3878,57,1
3879,13,1
3880,10,3
3881,32,3
3881,44,2
3882,60,3
3883,26,3
3883,16,3
3883,73,2
3883,72,1
3884,24,3
3885,0,3
3886,49,3
3887,67,3
3888,9,3
3889,16,1
3890,32,1
3890,26,3
3890,97,2
3891,35,3
3891,21,3
3891,16,3
3891,3,1
3891,2,3
3892,6,2
3892,50,3
3892,32,2
3893,39,3
3894,11,2
3895,30,3
3895,43,2
3896,45,2
3897,42,3
3897,82,2
3897,87,1
3898,16,2
3898,51,2
3899,100,2
3899,14,3
3899,69,1
3900,34,1
3900,3,2
3900,94,1
3901,36,1
3902,21,3
3903,99,3
3903,27,2
3903,76,3
3903,40,3
3903,87,2
3903,31,2
3904,79,2
3905,78,3
3905,7,3
3906,70,2
3907,71,3
3908,4,1
3909,92,3
3910,44,3
3910,25,3
3911,37,2
3911,73,2
3912,77,1
3912,90,1
3912,18,1
3913,15,2
3913,1,2
3914,70,1
3914,15,3
3914,81,2
3915,24,3
3916,96,3
3916,88,2
3916,58,2
3917,47,3
3918,82,1
3919,69,3
3920,65,2
3920,96,2
3920,37,3
3921,26,3
3922,90,1
3923,26,3
3924,92,2
3925,22,2
3925,25,2
3925,73,1
3925,52,1
3925,12,1
3925,0,3
3926,41,2
3926,37,1
3927,59,2
3928,62,3
3928,21,2
3928,31,3
3928,68,3
3928,89,1
3929,10,3
3929,76,2
3929,13,3
3929,14,3
3929,64,3
3929,53,1
3929,38,2
3930,96,2
3930,65,3
3930,61,2
3930,86,3
3930,51,2
3930,91,3
3931,34,1
3931,5,2
3931,23,3
3931,52,3
3932,13,3
3933,21,1
3934,26,1
3934,88,3
3934,17,2
3934,20,3
3935,37,1
3935,6,3
3935,74,3
3935,96,1
3935,74,2
3936,72,3
3937,12,1
3938,46,3
3939,58,2
3939,19,2
3939,59,2
3940,0,2
3940,96,2
3940,85,1
3941,95,1
3942,83,1
3943,93,3
3944,44,1
3944,31,1
3944,3,2
3945,22,1
3945,22,3
3946,29,3
3947,83,3
3948,50,1
3948,1,3
3949,22,1
3950,84,1
3950,63,2
3950,69,3
3950,10,2
3951,10,3
3952,3,2
3953,40,3
3954,13,1
3954,32,3
3954,93,1
3954,42,1
3955,59,1
3955,99,1
3955,19,2
3955,9,3
3955,43,2
3956,81,1
3956,58,3
3956,58,2
3957,20,2
3958,62,1
3959,82,1
3959,79,2
3959,51,3
3960,89,3
3961,88,3
3962,13,1
3963,53,2
3964,19,2
3964,58,3
3964,29,3
3964,53,2
3965,51,2
3965,63,1
3965,60,1
3965,85,2
3965,82,3
3965,44,3
3966,94,2
3966,72,2
3966,94,3
3966,66,3
3967,79,1
3968,95,3
3969,76,1
3970,53,1
3970,93,2
3970,76,1
3970,39,2
3970,24,3
3970,54,3
3970,90,2
3971,0,1
3971,29,2
3972,34,3
3973,27,2
3973,62,3
3974,85,3
3974,19,3
3975,53,1
3975,24,2
3976,25,1
3976,59,2
3976,93,3
3977,14,2
3978,15,3
3979,83,3
3979,54,2
3980,88,2
3980,28,1
3981,78,2
3982,99,2
3982,83,1
3983,71,1
3983,4,3
3984,96,1
3984,3,1
3984,84,3
3985,43,1
3986,81,3
3987,95,1
3987,72,3
3988,97,2
3988,55,3
3989,36,2
3989,35,1
3990,42,1
3991,1,2
3991,47,2
3991,64,3
3991,46,2
3992,15,1
3992,71,1
3992,64,1
3992,38,2
3993,38,3
3993,38,1
3994,19,2
3995,71,3
3996,20,2
3997,2,3
3997,43,1
3997,15,2
3998,67,2
3999,79,1
4000,24,1
4001,25,2
4002,93,1
4003,36,1
4003,98,3
4004,2,3
4004,35,1
4005,70,3
4005,32,2
4005,61,2
4006,56,3
4007,24,1
4007,84,1
4007,97,2
4008,55,1
4009,0,2
4009,0,3
4009,35,1
4010,80,3
4010,22,1
4011,61,1
4012,43,1
4013,49,2
4013,11,3
4014,60,3
4015,27,2
4016,76,1
4017,61,1
4017,19,3
4017,69,2
4017,98,1
4018,56,3
4018,85,1
4019,53,3
4019,93,3
4020,5,3
4020,17,1
4020,49,3
4021,73,1
4022,36,3
4023,60,3
4023,84,1
4024,72,1
4025,81,2
4025,32,1
4025,59,1
4026,39,2
4027,57,3
4027,76,3
4028,74,2
4029,86,1
4030,23,2
4031,11,1
4031,41,1
4031,6,2
4032,21,2
4033,28,3
4034,15,2
4034,5,3
4035,74,2
4035,44,3
4036,52,3
4036,63,3
4036,54,2
4036,84,1
4036,97,2
4036,69,2
4036,55,1
4036,35,1
4037,54,1
4038,9,2
4038,93,1
4038,14,2
4039,86,3
4040,30,3
4040,21,1
4041,27,2
4042,86,2
4043,41,2
4044,35,3
4045,26,3
4045,97,1
4045,64,2
4046,9,1
4047,31,1
4048,98,3
4048,34,3
4049,12,2
4050,7,1
4050,30,3
4050,5,3
4050,80,3
4051,21,2
4052,57,3
4053,26,1
4053,85,2
4053,11,1
4053,78,1
4053,50,3
4054,1,1
4055,43,2
4056,35,1
4056,79,3
4056,82,1
4057,62,1
4057,68,1
4057,82,3
4057,89,3
4057,78,2
4058,96,3
4059,80,2
4060,81,1
4060,69,2
4060,46,1
4060,69,2
4061,29,3
4061,21,2
4062,8,2
4062,84,2
4063,75,1
4064,17,2
4065,65,3
4065,83,1
4066,12,2
4067,82,2
4067,80,2
4068,62,2
4068,66,1
4069,44,1
4069,65,1
4069,6,1
4070,15,3
4071,35,2
4072,82,1
4073,37,1
4073,64,2
4074,52,1
4075,92,3
4075,73,3
4075,27,1
4075,1,1
4076,12,2
4077,3,3
4077,20,3
4078,27,3
4078,71,3
4079,98,3
4079,43,2
4079,42,3
4079,61,2
4080,27,3
4080,96,2
4080,55,3
4080,82,1
4081,77,3
4081,20,2
4081,43,1
4082,0,3
4082,62,1
4083,56,2
4084,37,3
4084,4,3
4084,70,1
4085,84,3
4085,38,1
4086,2,2
4086,87,3
4086,82,2
4086,93,1
4086,55,2
4087,30,2
4088,42,2
4088,11,1
4088,19,1
4088,71,1
4088,15,3
4089,10,2
4090,19,1
4090,75,3
4090,56,3
4090,57,3
4091,66,3
4092,84,1
4092,26,2
4092,7,2
4093,12,3
4093,98,1
4094,93,3
4095,1,2
4096,82,3
4097,94,3
4097,46,3
4097,79,3
4097,12,2
4097,50,2
4097,50,3
4098,100,3
4098,79,3
4099,59,1
4100,57,1
4101,94,1
4102,61,2
4103,11,1
4104,82,1
4104,42,2
4104,39,1
4105,1,1
4106,41,2
4107,34,1
4108,19,1
4109,99,2
4110,37,2
4111,49,3
4112,47,3
4113,38,2
4113,21,2
4113,13,2
4113,27,1
4113,83,2
4113,13,3
4114,60,1
4114,25,3
4114,91,2
4115,30,3
4116,29,3
4116,76,2
4116,83,2
4116,70,3
4116,44,1
4116,73,2
4116,65,1
4117,62,1
4117,74,3
4118,43,1
4119,93,3
4119,28,2
4120,71,2
4121,12,3
4122,65,1
4123,71,1
4124,48,1
4125,14,1
4125,73,1
4125,90,3
4125,92,1
4126,2,3
4127,76,2
4128,78,3
4128,97,2
4129,21,3
4129,36,1
4129,17,1
